ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
6.64,202.41,141.11,8.75,340.98,291.08,15.95,64.36,3.92,1
6.76,216.53,321.57,8.72,343.6,526.33,20.31,60.52,4.35,1
7.24,196.98,297.72,6.5,333.78,322.37,14.15,50.66,4.76,1
7.99,211.29,269.52,7.51,333.78,638.0,13.94,69.39,3.16,1
7.61,225.49,148.13,7.98,356.69,341.07,14.99,55.89,2.94,1
6.08,182.41,313.21,7.62,318.72,498.45,11.4,81.29,2.09,1
7.89,269.57,157.62,8.17,333.78,490.9,7.03,78.5,3.0,1
6.66,182.39,168.29,7.07,355.9,434.66,16.62,69.41,3.97,1
7.08,208.3,234.95,5.8,274.98,465.33,5.98,57.2,3.21,1
7.22,179.56,213.15,5.86,333.78,435.57,11.88,79.39,3.97,1
7.08,194.71,406.12,7.42,290.33,517.63,16.34,72.09,3.13,1
6.43,166.85,122.15,7.7,376.28,352.75,20.13,66.74,2.9,1
5.02,136.98,150.41,7.59,409.92,454.88,14.25,71.98,4.48,1
7.08,192.06,257.96,6.12,318.93,509.06,13.94,84.32,3.79,1
8.16,195.21,274.15,5.41,231.72,529.68,12.43,69.99,3.67,1
7.08,202.88,175.06,7.1,310.53,429.29,17.96,78.59,3.54,1
5.27,181.73,190.15,9.01,446.72,390.01,11.1,63.83,4.06,1
6.9,206.92,179.48,7.05,333.78,601.99,11.78,58.18,4.47,1
7.47,212.82,166.8,5.44,366.6,358.91,6.13,46.66,4.99,1
7.4,260.08,267.31,8.08,361.11,376.48,17.85,101.47,3.08,1
7.08,154.93,300.37,5.8,252.07,311.75,13.9,77.53,4.11,1
7.08,226.32,184.65,6.03,358.7,366.93,10.27,61.16,3.41,1
5.54,200.71,210.21,9.83,390.55,437.34,14.96,67.17,3.76,1
7.38,199.17,171.81,6.6,388.03,357.37,16.95,75.89,4.01,1
9.32,317.34,244.98,7.6,357.17,476.51,12.03,68.6,4.64,1
6.7,168.75,171.77,6.39,330.67,404.93,10.83,52.11,4.18,1
5.55,182.64,274.18,9.59,378.53,596.65,11.57,78.88,4.45,1
9.0,263.51,153.8,6.47,355.01,561.69,22.05,61.51,3.98,1
9.13,266.74,99.29,6.01,352.15,542.81,10.97,65.78,4.77,1
4.08,185.85,99.76,10.76,333.78,307.88,9.7,64.36,4.79,1
7.13,209.75,167.02,7.46,320.5,404.7,18.95,92.35,3.91,1
13.54,187.61,134.76,6.76,333.78,411.26,15.14,74.45,3.53,0
7.17,199.16,131.63,5.76,351.28,436.6,19.1,52.58,2.21,0
7.08,176.39,260.03,7.81,358.43,336.14,14.45,90.22,4.41,0
6.98,166.85,186.22,6.61,353.34,333.97,12.53,48.46,3.53,0
6.36,191.14,147.83,6.15,333.78,527.93,18.86,69.63,5.22,0
7.08,231.31,156.3,7.02,297.75,406.34,11.84,49.68,4.46,0
8.34,175.6,126.3,6.98,333.78,452.34,17.53,101.85,4.13,0
6.28,178.26,255.91,6.75,333.78,445.19,8.57,70.77,3.21,0
10.95,146.88,276.72,7.28,333.78,376.9,17.35,85.29,3.11,0
9.87,114.37,279.13,8.66,340.05,490.45,8.52,64.83,3.65,0
4.32,225.51,271.63,6.89,325.93,446.34,17.15,43.39,4.08,0
4.23,201.45,131.22,6.93,374.84,402.66,22.82,76.47,4.48,0
4.14,253.6,406.27,7.75,265.47,432.51,19.13,61.52,3.17,0
5.35,193.81,317.96,8.22,327.23,431.48,11.78,55.82,3.84,0
7.58,204.73,199.45,6.19,333.78,517.48,13.98,54.64,3.5,0
7.71,174.35,310.17,8.21,269.86,437.51,9.32,51.55,3.9,0
8.33,199.0,289.2,7.44,304.29,429.23,14.71,83.63,2.41,0
6.51,188.88,200.82,6.56,368.99,367.93,14.81,101.25,3.96,0
7.08,206.04,86.68,6.33,353.53,599.55,21.12,55.93,4.13,0
6.93,228.19,139.02,6.05,281.55,403.22,17.81,66.78,4.21,0
8.62,257.6,115.95,6.4,333.78,343.74,15.33,75.69,4.14,0
8.46,236.83,131.59,5.48,333.78,547.91,16.74,74.25,4.73,0
4.0,210.49,328.22,6.87,333.78,354.44,14.5,58.51,4.45,0
3.76,196.02,450.5,8.73,324.15,493.23,8.66,85.16,4.99,0
3.8,178.43,271.79,6.48,333.78,365.49,12.35,73.81,3.19,0
5.66,232.75,164.88,6.26,294.21,385.75,18.88,76.98,5.02,0
9.4,224.75,258.25,7.39,301.62,503.79,16.88,58.97,4.61,0
13.35,152.78,184.65,6.72,334.86,450.85,17.19,85.88,2.53,0
7.08,184.69,208.58,6.46,322.68,395.79,18.44,66.24,3.78,0
7.82,221.09,137.42,6.37,287.7,460.6,12.7,66.78,4.62,0
7.08,220.89,74.6,4.99,333.78,320.35,13.11,40.61,4.27,0
1.43,228.13,129.37,6.21,319.73,495.38,12.03,61.14,4.95,0
6.97,182.89,320.38,7.41,376.95,325.79,14.35,70.05,4.28,0
10.85,166.74,128.87,7.7,333.78,589.63,15.79,66.4,4.35,0
6.59,244.94,238.99,6.78,273.74,330.91,9.25,47.39,4.22,0
9.0,222.49,165.45,6.12,333.78,411.19,16.04,67.26,3.53,0
7.08,161.58,115.82,6.72,333.78,393.84,11.32,78.9,4.37,0
4.33,192.17,305.93,7.43,327.3,543.72,11.19,72.57,3.71,0
7.42,243.3,3.21,4.6,336.1,361.1,20.42,87.05,3.47,0
3.26,190.96,287.6,7.93,333.78,424.21,13.37,58.1,4.28,0
7.08,239.76,123.18,6.41,259.12,481.98,14.67,78.8,4.74,0
7.93,231.25,174.45,6.29,333.78,389.01,13.88,95.55,3.41,0
7.98,165.71,171.82,7.0,383.27,363.85,18.66,76.03,3.31,0
9.5,195.11,199.46,7.47,300.68,382.47,14.36,78.31,4.34,0
5.16,119.09,338.92,7.57,407.48,325.2,16.96,73.22,4.09,0
3.92,227.71,242.0,7.0,333.78,292.39,19.39,61.79,4.58,0
7.08,193.46,138.53,7.15,358.96,480.31,10.26,66.4,3.67,0
5.85,229.94,274.35,6.57,277.03,596.4,14.91,67.64,3.64,0
5.89,184.06,349.2,7.4,343.79,281.54,14.73,62.6,4.37,0
5.96,223.03,244.36,6.22,305.95,284.5,15.19,40.14,3.73,0
6.11,211.45,394.3,8.32,348.78,389.59,12.9,85.36,3.92,0
6.9,209.64,154.22,6.88,293.56,396.81,15.67,66.6,3.69,0
8.09,200.97,264.73,6.73,333.78,432.19,13.8,32.67,4.37,0
7.61,190.66,91.38,5.22,329.58,577.44,17.21,65.33,6.49,0
8.89,180.56,260.62,8.81,327.22,378.66,17.62,48.48,4.73,0
6.53,163.4,82.41,6.64,402.84,601.03,17.9,55.02,4.6,0
7.83,203.17,111.74,6.25,394.89,338.23,16.28,47.93,4.25,0
11.56,174.94,193.59,6.5,332.45,366.31,17.53,38.43,5.11,0
6.78,196.18,253.67,7.2,312.43,435.09,12.12,76.35,5.47,0
8.29,211.45,112.34,6.39,360.84,525.09,15.1,63.0,3.58,0
0.98,221.2,311.45,7.62,333.68,439.11,21.15,66.4,2.53,0
7.53,225.34,81.3,6.31,309.23,379.34,16.96,64.27,3.64,0
9.76,119.16,387.81,9.33,380.23,512.33,14.97,59.19,3.02,0
10.19,211.57,136.3,6.52,297.05,468.37,17.41,72.72,3.4,0
2.93,260.46,392.33,7.67,303.4,403.24,11.31,69.24,3.68,0
7.08,200.66,295.14,7.97,347.54,476.2,19.95,66.4,3.03,0
6.66,205.54,188.44,6.73,363.4,555.9,8.01,66.93,3.87,0
7.01,219.92,265.98,7.35,333.58,379.6,13.28,98.97,3.59,0
7.08,178.08,350.44,7.76,357.08,381.65,17.55,71.11,3.76,0
6.23,183.31,389.76,8.25,333.78,531.63,15.85,46.64,4.6,0
6.39,216.68,193.24,5.91,283.21,358.17,14.98,41.59,4.42,0
6.09,162.28,235.67,7.7,372.84,387.97,13.66,75.27,4.17,0
3.96,173.03,240.28,8.01,391.0,444.79,19.95,59.83,4.09,0
4.28,229.44,260.99,6.53,281.9,508.79,16.13,66.65,3.73,0
7.3,224.47,235.65,7.55,280.13,487.33,8.52,68.94,3.43,0
10.89,177.73,257.03,7.66,312.4,383.2,17.47,42.81,3.63,0
6.8,198.12,358.84,7.05,333.78,470.49,10.89,58.47,3.57,0
11.5,195.99,141.58,7.24,311.97,357.52,19.32,82.35,3.13,0
5.81,195.51,431.11,7.37,281.92,325.83,15.05,51.29,4.82,0
7.08,183.52,204.61,7.33,333.12,356.37,20.18,67.02,4.89,0
5.68,182.15,179.09,7.54,333.78,546.9,15.22,81.56,3.29,0
7.78,196.82,247.89,6.55,331.04,372.76,12.07,14.34,5.05,0
6.32,187.03,326.52,8.15,314.21,463.34,14.24,60.27,4.9,0
8.61,217.04,229.71,7.41,333.78,264.7,16.69,46.5,3.67,0
7.08,162.98,262.81,8.52,369.86,403.6,12.39,66.4,5.19,0
7.06,177.67,131.29,7.31,367.33,393.74,16.36,53.84,4.49,0
4.85,186.68,328.08,7.5,293.76,392.7,10.63,85.16,3.89,0
7.08,202.61,316.06,6.46,333.78,380.97,13.46,67.06,4.78,0
4.56,165.77,229.39,7.99,352.79,323.78,13.56,79.32,4.12,0
9.13,209.74,116.44,6.59,326.39,509.66,11.27,67.53,3.07,0
7.08,185.12,161.1,6.44,355.57,386.51,11.22,38.04,2.84,0
4.23,194.98,221.86,7.12,377.85,355.82,14.86,62.02,3.52,0
5.57,189.73,261.38,8.83,361.86,434.05,16.17,88.73,3.93,0
7.08,155.32,229.12,8.32,409.59,424.78,16.29,84.89,4.83,0
8.53,217.39,34.13,5.67,337.63,615.61,14.93,82.59,2.65,0
4.57,194.97,442.6,8.03,333.78,460.78,17.94,79.01,4.48,0
8.9,194.22,133.19,5.57,323.42,317.35,17.13,61.43,4.37,0
9.46,222.89,144.5,6.79,293.75,433.15,9.07,67.91,3.32,0
6.04,139.77,204.73,6.81,357.59,488.27,15.88,53.28,5.76,0
7.08,171.17,204.12,6.9,367.19,354.27,16.4,63.26,3.98,0
4.66,170.95,414.53,8.73,362.42,378.15,16.27,60.62,3.74,0
5.73,191.75,358.99,8.07,378.77,307.99,12.57,60.19,3.91,0
10.93,162.42,188.47,7.09,333.78,593.73,14.98,60.69,3.89,0
4.28,188.78,223.3,6.96,325.16,306.69,16.27,82.6,4.37,0
7.95,197.59,236.02,7.1,333.78,394.77,14.88,78.97,3.89,0
6.83,176.84,128.39,5.79,393.8,447.29,15.82,104.23,2.8,0
7.29,169.15,173.76,9.4,394.09,373.19,15.26,80.8,3.69,0
5.98,180.78,332.45,8.09,364.71,392.97,20.47,50.14,3.49,0
5.37,250.66,159.74,6.42,277.15,334.82,15.68,44.04,3.74,0
4.02,255.62,286.12,7.34,290.69,442.39,9.31,71.34,4.42,0
7.08,254.13,99.59,4.01,333.78,364.81,11.32,59.35,3.17,0
7.72,196.01,139.39,6.94,345.65,423.2,16.84,89.34,2.88,0
5.98,221.56,184.39,6.65,316.78,443.54,19.14,53.66,3.85,0
7.73,166.99,184.46,7.17,333.78,453.39,13.11,77.23,3.85,0
8.85,190.7,117.05,6.66,380.59,386.46,16.32,85.69,4.14,0
7.56,170.18,232.54,7.58,328.7,397.59,16.14,66.75,4.03,0
8.76,174.73,255.65,8.07,333.78,371.92,14.94,47.19,4.44,0
7.08,188.45,287.92,8.04,382.01,422.23,10.58,63.24,3.23,0
3.83,218.72,235.35,6.48,352.51,421.18,19.27,58.9,4.77,0
3.73,230.3,168.93,7.0,323.52,456.91,10.34,47.1,4.94,0
5.8,201.89,153.28,6.86,328.93,281.09,19.81,55.4,4.43,0
3.68,187.5,231.03,7.15,333.78,350.54,10.14,67.46,4.48,0
5.14,180.38,327.41,7.99,328.44,389.24,13.94,66.4,3.1,0
6.63,198.87,159.11,7.52,342.02,437.92,15.01,38.85,4.46,0
7.08,196.08,185.92,7.25,321.81,552.88,15.66,81.08,4.76,0
3.1,198.49,451.49,7.82,324.64,427.22,15.53,54.57,4.25,0
4.5,193.94,277.68,6.91,330.43,556.03,22.62,81.27,4.97,0
5.58,203.76,300.0,7.21,310.66,366.56,14.18,65.88,3.85,0
7.08,205.07,160.34,7.14,397.47,459.3,19.64,70.06,4.86,0
10.33,166.46,158.25,6.4,361.16,376.1,13.84,52.06,2.67,0
9.13,200.03,282.74,7.5,333.78,453.87,12.86,64.18,3.03,0
4.62,199.32,271.75,7.22,371.06,312.28,14.04,66.4,4.32,0
6.93,207.59,243.59,7.22,313.82,477.06,16.5,75.04,4.9,0
5.6,264.57,298.6,7.01,333.78,530.2,16.03,29.85,4.07,0
7.52,228.56,221.61,7.47,333.78,545.15,16.46,90.94,4.23,0
5.58,172.33,235.13,8.01,364.48,452.08,16.47,95.05,4.05,0
7.99,193.61,146.1,7.22,332.47,468.6,10.88,67.18,4.06,0
8.21,210.22,226.19,7.57,333.78,361.61,14.65,70.37,3.72,0
9.9,206.75,131.81,5.88,333.78,426.53,14.32,75.41,4.23,0
7.08,191.26,140.65,7.04,361.15,399.84,10.85,35.58,3.73,0
9.41,149.31,271.8,7.87,333.78,398.81,17.36,57.96,4.03,0
9.59,195.84,113.52,6.27,366.43,323.79,13.07,37.35,4.67,0
4.63,208.91,293.07,6.13,304.03,456.21,10.82,111.12,4.75,0
6.9,154.47,211.03,7.93,376.0,450.25,14.64,71.32,3.62,0
7.8,136.09,264.85,7.56,426.5,471.41,14.54,51.49,3.63,0
7.08,215.43,199.1,6.9,299.09,371.48,10.77,85.27,4.59,0
0.0,214.85,494.57,7.9,333.78,583.45,7.7,77.71,4.93,0
8.4,177.35,180.03,7.39,333.78,498.37,10.35,55.72,2.63,0
6.26,153.64,243.16,8.21,367.34,295.04,12.5,91.27,3.15,0
11.5,186.13,122.53,8.07,325.41,260.53,9.67,68.07,5.01,0
7.08,200.72,405.81,6.76,263.88,283.17,14.92,58.88,4.01,0
9.35,201.63,137.5,7.33,322.04,512.45,12.43,43.83,3.62,0
11.62,203.73,151.02,7.82,333.78,447.05,21.63,61.8,3.47,0
10.34,163.28,218.2,7.9,356.18,561.21,14.12,56.19,5.06,0
7.08,196.05,219.19,6.73,359.7,401.73,14.22,77.61,3.95,0
5.29,245.02,277.34,7.14,238.84,464.07,13.45,55.64,3.31,0
7.62,179.6,303.08,6.95,329.42,355.43,13.4,66.22,3.7,0
7.15,202.58,231.58,6.07,302.0,301.98,17.62,42.29,3.79,0
8.65,154.55,159.01,6.51,419.22,444.84,14.66,49.52,3.27,0
5.29,174.74,286.97,8.61,317.02,480.68,13.75,52.48,3.53,0
5.37,170.84,272.0,8.07,376.06,401.83,14.08,81.74,3.36,0
8.75,198.71,303.48,7.32,333.78,333.64,13.87,94.73,4.76,0
8.04,200.64,129.99,6.7,356.87,394.02,11.1,43.63,3.02,0
8.55,206.52,104.53,6.48,326.13,347.82,14.0,42.29,4.9,0
7.74,207.76,304.12,7.81,289.41,273.7,19.11,52.28,3.65,0
7.1,201.63,180.94,8.47,361.63,348.73,8.58,49.38,4.76,0
6.99,144.21,333.58,6.77,333.78,409.01,17.88,54.11,1.9,0
7.87,184.07,186.09,7.41,333.78,364.58,17.58,0.74,4.22,0
8.86,194.56,202.32,6.52,332.35,476.23,17.89,52.91,4.58,0
7.4,184.84,197.97,8.42,387.19,428.41,13.14,62.34,3.95,0
5.17,205.52,128.72,7.1,365.68,501.19,20.56,77.12,3.45,0
7.08,184.22,323.29,8.38,333.78,452.89,12.17,79.94,5.04,0
5.47,191.81,364.36,7.37,323.12,383.87,15.88,52.77,3.84,0
6.71,232.21,239.36,6.62,333.78,463.51,13.91,78.19,3.41,0
4.93,162.18,277.71,7.76,317.94,493.3,14.26,77.14,1.45,0
6.26,188.06,338.09,8.14,341.5,522.3,14.47,47.05,4.4,0
7.69,224.39,218.56,7.04,275.27,404.82,12.85,63.15,2.75,0
5.62,194.46,161.19,6.91,336.65,408.46,16.36,76.63,3.99,0
6.17,193.03,230.06,8.1,340.25,297.11,13.48,78.33,3.62,0
5.04,194.4,193.37,7.19,339.23,515.81,10.73,61.13,3.13,0
7.76,219.58,164.78,6.95,333.78,362.75,13.05,82.1,3.87,0
9.81,139.12,168.19,7.79,361.03,438.18,10.95,34.54,5.54,0
8.48,200.77,149.02,7.38,333.78,485.09,16.81,53.13,4.22,0
8.86,181.67,174.65,7.13,356.48,529.09,15.43,60.61,5.76,0
6.16,166.29,302.84,9.0,333.78,351.63,17.4,75.34,3.69,0
7.29,219.7,180.86,6.01,277.33,406.56,16.14,53.68,3.5,0
9.07,164.67,202.6,7.59,304.57,408.9,10.18,84.72,4.3,0
9.31,203.34,230.87,6.44,297.57,373.04,16.4,79.16,3.09,0
9.76,182.75,199.45,6.72,333.78,343.6,19.86,85.7,5.38,0
7.99,200.13,175.83,6.77,296.57,377.58,10.29,66.89,4.75,0
8.11,202.51,267.3,8.4,323.95,368.45,17.34,66.4,4.75,0
8.24,214.53,294.61,8.32,333.78,514.49,16.3,90.08,3.55,0
10.29,162.78,188.69,6.91,344.19,585.68,18.86,74.29,3.5,0
3.99,216.08,401.75,7.49,309.8,399.05,11.19,86.96,4.41,0
7.08,209.53,449.83,8.9,333.78,349.39,15.65,66.4,3.83,0
8.52,190.99,145.79,6.6,333.78,498.53,11.32,57.18,3.43,0
7.08,169.55,200.05,6.44,333.78,349.87,11.33,41.7,3.88,0
7.08,223.38,209.92,7.76,340.37,332.49,18.09,61.02,4.65,0
4.5,234.19,140.81,6.34,296.31,382.41,17.35,59.0,4.96,0
7.08,193.09,177.77,6.09,333.78,543.11,10.72,66.4,3.88,0
5.62,226.99,278.52,6.52,309.23,414.06,16.93,78.44,3.44,0
8.55,199.6,104.53,6.59,333.78,316.26,23.04,45.25,3.11,0
7.08,216.24,208.87,7.33,303.5,269.82,15.25,104.68,3.86,0
10.21,148.38,184.13,7.41,390.62,410.57,15.1,89.18,4.11,0
7.08,205.23,218.29,6.68,331.67,338.57,15.57,56.61,2.55,0
6.59,179.7,352.64,7.45,333.78,527.45,16.15,81.5,3.97,0
8.56,198.89,85.35,4.8,321.4,453.57,14.35,74.33,3.95,0
8.43,159.69,195.77,7.66,344.15,390.69,17.75,53.63,4.24,0
7.21,174.81,157.96,6.95,333.78,555.6,14.17,60.53,4.3,0
10.23,225.92,95.46,5.9,313.99,372.53,15.28,61.26,4.79,0
11.39,145.34,161.75,6.61,333.78,553.49,12.09,69.74,2.28,0
7.08,199.38,55.77,5.0,341.09,388.25,10.75,50.75,3.22,0
6.58,220.58,276.68,6.2,333.78,474.63,11.47,53.51,4.76,0
10.82,141.49,239.9,7.96,389.39,361.63,14.91,57.16,3.59,0
5.09,251.31,302.46,6.72,267.03,271.63,14.88,70.78,4.55,0
5.26,142.53,255.56,6.6,416.26,443.76,7.49,72.88,5.1,0
7.97,151.03,298.28,7.66,405.83,376.91,19.38,78.16,2.44,0
8.35,239.82,171.78,6.11,272.84,294.88,10.6,62.85,3.51,0
7.08,184.61,222.9,7.17,392.46,409.49,12.22,63.9,3.35,0
4.03,200.07,147.21,6.48,333.78,519.21,16.6,77.29,4.81,0
2.13,192.7,249.05,7.76,383.52,473.55,14.29,56.35,3.84,0
9.84,217.9,67.85,6.03,333.07,432.33,12.37,45.82,4.18,0
7.66,150.67,339.18,8.75,406.48,436.34,15.22,66.4,3.49,0
7.08,233.99,271.97,7.3,301.85,490.77,16.02,58.52,3.2,0
7.26,194.25,81.27,6.67,394.56,312.35,16.01,65.02,4.28,0
9.54,200.56,200.44,7.08,303.92,335.55,16.64,71.31,3.02,0
1.99,216.48,230.39,6.77,344.01,341.08,11.5,78.73,3.92,0
7.25,184.07,331.23,7.19,322.37,345.36,15.16,68.85,4.26,0
6.97,178.22,399.95,8.93,337.06,393.68,14.24,75.38,3.63,0
6.15,212.82,150.18,5.54,319.49,279.45,12.85,75.03,4.81,0
6.3,179.45,256.68,8.93,341.49,458.84,14.06,66.4,5.71,0
6.92,218.1,134.77,5.66,333.78,302.41,11.05,61.93,4.92,0
6.48,179.92,346.99,8.54,338.01,504.4,16.41,59.95,5.0,0
7.08,208.93,164.3,5.87,310.99,364.92,17.8,107.31,4.45,0
7.31,193.47,193.43,7.66,306.69,426.56,12.84,111.6,4.05,0
5.97,187.09,308.47,7.28,339.06,323.96,12.65,72.27,3.91,0
8.63,164.37,148.81,7.28,350.95,444.11,16.86,58.18,3.64,0
9.17,165.69,113.19,6.62,372.55,420.43,13.35,72.97,3.69,0
7.08,156.77,230.84,7.27,334.96,378.25,19.25,81.57,5.56,0
3.34,216.26,423.11,8.13,333.78,352.26,14.03,52.76,3.3,0
11.45,186.65,123.55,7.07,321.83,503.96,16.28,77.15,5.17,0
6.28,205.38,199.05,7.08,284.21,471.9,18.03,64.36,4.48,0
7.08,192.41,254.6,8.23,333.78,465.88,16.66,58.36,3.54,0
8.76,212.43,141.69,6.39,333.78,488.6,12.6,60.24,4.67,0
6.62,195.1,342.78,7.63,333.78,417.47,13.43,47.95,3.62,0
7.73,230.92,217.77,6.91,333.78,395.11,15.03,92.7,3.82,0
6.97,185.91,279.6,7.21,349.74,414.07,19.88,36.18,3.23,0
4.71,179.14,222.91,6.77,407.42,371.26,18.19,86.53,3.86,0
5.23,176.71,279.72,7.6,413.91,440.36,14.42,72.84,3.05,0
5.27,227.34,176.06,6.33,358.59,489.43,11.2,66.4,4.36,1
8.43,224.86,128.33,6.18,327.53,411.85,17.4,72.92,3.82,1
6.85,234.94,244.56,5.6,334.87,337.57,9.52,77.3,4.92,1
7.26,160.44,161.3,8.09,328.45,478.52,12.81,43.59,3.95,1
6.73,191.31,61.93,7.74,333.78,424.67,20.81,98.37,3.77,1
7.08,258.45,254.98,4.92,341.04,425.8,18.99,67.4,3.69,1
7.08,232.94,87.29,5.89,333.78,400.52,8.77,69.72,3.4,1
7.78,233.76,167.8,6.12,323.54,520.29,17.79,60.34,4.68,1
6.1,184.33,179.78,7.28,333.78,334.95,7.66,59.0,3.38,1
6.67,155.71,306.1,8.17,337.17,425.69,15.1,79.78,4.9,1
7.08,215.94,101.72,6.62,333.78,378.32,13.19,82.79,3.76,1
4.96,215.85,98.88,6.95,379.5,527.48,14.33,52.39,3.46,1
6.4,249.97,220.57,4.89,375.49,334.27,14.15,97.03,3.96,1
8.14,153.75,507.94,7.84,306.22,423.46,14.32,65.08,4.36,1
6.85,232.93,153.38,6.14,333.78,438.35,18.15,81.55,2.59,1
6.71,185.91,345.58,6.55,360.51,303.97,10.23,50.21,4.68,1
4.34,207.36,343.56,6.81,374.07,530.07,12.62,44.75,4.4,1
8.43,161.2,159.04,8.42,300.12,480.0,15.3,71.48,3.63,1
7.27,197.66,271.98,7.8,304.85,300.02,14.61,66.61,4.71,1
6.58,186.99,167.0,6.45,379.04,405.28,15.0,62.15,3.81,1
7.08,240.61,200.06,4.91,379.76,327.31,13.29,83.18,3.45,1
8.65,188.71,132.08,6.83,335.24,399.69,10.69,43.95,3.64,1
8.36,163.1,349.89,7.7,317.3,404.49,8.27,67.6,4.37,1
7.08,242.83,292.98,5.85,340.35,463.12,5.43,66.4,3.52,1
6.66,216.56,251.73,6.79,330.52,620.45,19.1,82.24,3.4,1
10.5,125.98,386.05,8.71,333.78,674.44,9.71,51.7,5.37,1
6.33,186.84,230.73,8.08,326.98,233.91,9.64,60.94,5.16,1
7.08,214.59,220.39,6.2,294.24,332.47,18.47,46.05,4.24,1
6.73,183.92,92.59,8.01,345.07,320.67,12.07,56.44,3.96,1
8.3,183.61,203.16,7.11,322.1,295.65,13.5,62.23,4.24,1
6.26,130.37,97.35,10.28,320.36,399.35,10.85,43.42,3.93,1
8.08,132.67,108.16,9.51,314.97,479.76,14.69,72.64,4.29,1
5.73,223.7,13.52,6.5,380.51,620.3,14.67,62.02,3.68,1
6.56,241.29,563.21,5.37,333.78,415.82,11.65,70.64,5.29,1
5.3,231.02,66.76,6.1,388.8,465.83,14.53,77.67,4.02,1
7.65,160.77,290.01,7.22,333.78,438.8,13.18,67.1,3.08,1
7.08,139.17,337.85,9.64,275.33,499.43,13.66,70.37,4.68,1
7.95,185.42,61.09,7.12,344.8,283.88,18.9,85.8,3.89,1
8.83,176.81,121.71,7.48,321.26,395.39,12.48,65.87,3.91,1
8.25,184.39,216.17,7.17,305.18,412.95,13.79,71.8,2.6,1
5.86,240.89,183.22,6.05,351.05,491.88,9.0,44.62,4.28,1
8.18,186.67,196.42,7.72,333.78,370.32,11.52,55.49,4.61,1
7.89,153.57,412.11,8.46,294.26,354.48,11.29,67.35,3.23,1
8.71,169.58,238.39,8.16,333.78,478.98,14.52,63.95,2.92,1
6.19,236.03,11.99,6.14,374.1,436.24,11.09,99.78,4.09,1
9.08,222.04,537.36,6.89,254.04,382.9,12.7,101.62,4.55,1
8.38,164.17,244.09,8.2,333.78,430.24,19.35,63.11,3.75,1
9.22,151.45,265.03,8.1,294.19,541.6,13.95,39.57,4.29,1
9.37,157.72,151.06,7.76,316.39,424.92,15.65,108.21,4.38,1
7.49,149.77,288.37,8.56,333.78,531.18,9.54,57.95,1.8,1
6.03,225.67,121.46,6.13,365.96,503.11,15.65,73.4,3.14,1
6.28,228.52,116.02,6.32,333.78,414.78,11.68,88.35,4.15,1
5.67,142.15,243.84,9.99,320.26,511.95,23.6,77.03,3.84,1
6.99,219.59,164.71,6.45,339.05,492.9,15.8,70.6,3.08,1
7.27,175.02,142.06,7.84,337.64,322.49,18.11,58.18,4.2,1
7.45,193.04,322.51,6.09,337.14,572.81,18.06,57.4,4.37,1
7.62,202.72,445.4,5.82,338.07,459.08,13.35,73.6,3.77,1
6.7,198.29,346.76,6.26,360.23,430.94,12.18,66.4,3.76,1
7.03,185.84,311.52,7.63,327.22,398.71,19.46,80.69,3.39,1
8.61,125.16,320.8,9.84,264.05,342.21,12.95,53.95,4.61,1
7.42,180.45,344.52,7.93,303.79,429.86,7.67,66.7,3.37,1
5.46,219.52,209.68,6.83,355.08,312.02,14.03,57.85,3.8,1
9.61,94.91,165.99,9.14,311.3,535.7,12.31,67.43,4.02,1
8.25,119.03,77.48,9.12,333.78,579.25,13.0,72.8,4.1,1
6.64,191.92,102.21,6.68,380.36,421.42,12.24,65.18,3.15,1
6.65,197.22,168.63,6.79,333.78,505.3,16.71,45.66,3.05,1
7.16,213.0,327.52,6.29,333.78,490.93,12.68,58.25,5.0,1
8.29,151.57,144.03,9.05,303.08,322.52,13.65,114.03,4.27,1
6.11,234.8,166.64,5.98,348.06,437.89,10.06,66.4,2.82,1
8.32,110.9,248.14,9.49,333.78,480.47,14.27,77.85,2.7,1
7.08,184.99,148.76,7.5,367.33,435.6,19.84,75.2,1.92,1
9.0,173.74,283.11,8.48,333.78,531.52,12.84,37.76,3.78,1
6.89,211.45,350.18,6.07,333.78,550.0,8.45,27.66,3.6,1
9.29,193.06,501.67,6.3,333.78,365.44,14.23,98.63,3.66,1
6.99,133.43,219.45,8.58,341.24,536.28,16.18,91.71,4.25,1
5.09,223.17,229.58,6.98,350.1,476.62,13.03,78.08,4.71,1
6.15,188.41,84.07,7.74,358.59,449.36,13.22,52.96,3.44,1
6.19,224.43,152.3,5.88,366.5,649.81,10.26,71.78,3.03,1
7.5,185.81,309.27,7.58,333.78,476.39,15.12,72.93,5.74,1
6.97,162.7,243.12,9.13,307.76,490.82,15.51,102.7,3.97,1
5.41,272.51,28.35,5.78,333.78,347.8,15.31,66.66,5.68,1
7.5,186.71,320.0,7.64,315.97,473.53,12.05,43.28,4.31,1
7.08,209.15,270.31,6.09,350.06,407.91,11.05,81.76,3.99,1
8.58,153.71,199.7,7.66,312.89,520.81,14.78,74.13,2.88,1
5.53,208.0,389.19,6.54,360.07,427.66,18.81,61.21,3.33,1
8.74,197.75,408.44,6.37,310.68,326.25,12.5,66.42,4.12,1
